claim_id,is_fraud
CLM-01444,False
CLM-00076,True
CLM-00257,False
CLM-00365,False
CLM-01222,False
CLM-00691,False
CLM-01778,False
CLM-01699,False
CLM-01941,False
CLM-00794,False
CLM-00702,False
CLM-00995,False
CLM-00147,False
CLM-00440,False
CLM-00732,False
CLM-00549,False
CLM-00008,True
CLM-01482,False
CLM-00484,False
CLM-00613,False
CLM-00306,False
CLM-01760,False
CLM-01642,False
CLM-00657,False
CLM-01048,False
CLM-01031,False
CLM-01800,False
CLM-00746,False
CLM-00761,False
CLM-01318,False
CLM-00382,False
CLM-01978,False
CLM-00340,False
CLM-00067,True
CLM-01264,False
CLM-01788,False
CLM-01290,False
CLM-00294,False
CLM-01027,False
CLM-00214,False
CLM-01096,False
CLM-01378,False
CLM-01177,False
CLM-00461,False
CLM-01429,False
CLM-01545,False
CLM-01950,False
CLM-01270,False
CLM-00192,True
CLM-01855,False
CLM-00070,True
CLM-01006,False
CLM-00048,True
CLM-01190,False
CLM-01468,False
CLM-00140,True
CLM-00402,False
CLM-00230,False
CLM-00138,True
CLM-01871,False
CLM-00677,False
CLM-00910,False
CLM-00479,False
CLM-01956,False
CLM-01682,False
CLM-01856,False
CLM-01924,False
CLM-00398,False
CLM-00196,True
CLM-01405,False
CLM-01651,False
CLM-00352,False
CLM-00142,False
CLM-01971,False
CLM-01593,False
CLM-00588,False
CLM-00572,False
CLM-00921,False
CLM-00892,False
CLM-00735,False
CLM-00926,False
CLM-01090,False
CLM-01626,False
CLM-01625,False
CLM-01070,False
CLM-01321,False
CLM-00460,False
CLM-01491,False
CLM-01501,False
CLM-01039,False
CLM-01176,False
CLM-00284,False
CLM-01367,False
CLM-00826,False
CLM-00697,False
CLM-01872,False
CLM-00740,False
CLM-00707,False
CLM-00091,True
CLM-00167,True
CLM-00448,False
CLM-01370,False
CLM-01092,False
CLM-00975,False
CLM-00578,False
CLM-01718,False
CLM-01807,False
CLM-01627,False
CLM-01481,False
CLM-00521,False
CLM-01532,False
CLM-00144,False
CLM-01688,False
CLM-01720,False
CLM-00730,False
CLM-01477,False
CLM-01515,False
CLM-01337,False
CLM-01297,False
CLM-00083,True
CLM-01664,False
CLM-00130,True
CLM-00339,False
CLM-01325,False
CLM-01673,False
CLM-01036,False
CLM-00999,False
CLM-00592,False
CLM-00912,False
CLM-01508,False
CLM-00112,True
CLM-01974,False
CLM-01204,False
CLM-00819,False
CLM-00052,True
CLM-01282,False
CLM-01248,False
CLM-01475,False
CLM-01467,False
CLM-01865,False
CLM-00472,False
CLM-01457,False
CLM-00714,False
CLM-01458,False
CLM-01581,False
CLM-00301,False
CLM-00633,False
CLM-01649,False
CLM-00496,False
CLM-01543,False
CLM-00237,False
CLM-01725,False
CLM-00075,True
CLM-00007,True
CLM-00663,False
CLM-00993,False
CLM-00166,True
CLM-00719,False
CLM-01490,False
CLM-01530,False
CLM-01901,False
CLM-00185,True
CLM-00706,False
CLM-01608,False
CLM-00497,False
CLM-00358,False
CLM-01288,False
CLM-01283,False
CLM-01020,False
CLM-01607,False
CLM-00302,False
CLM-00458,False
CLM-01761,False
CLM-00888,False
CLM-01000,False
CLM-01794,False
CLM-01564,False
CLM-01152,False
CLM-01107,False
CLM-00327,False
CLM-00137,True
CLM-01661,False
CLM-00322,False
CLM-00061,True
CLM-01464,False
CLM-00319,False
CLM-00359,False
CLM-00442,False
CLM-00163,True
CLM-01185,False
CLM-00437,False
CLM-01169,False
CLM-01014,False
CLM-01408,False
CLM-01766,False
CLM-00737,False
CLM-00731,False
CLM-00916,False
CLM-00867,False
CLM-01519,False
CLM-00609,False
CLM-01139,False
CLM-01145,False
CLM-01772,False
CLM-00739,False
CLM-00515,False
CLM-00050,True
CLM-00275,False
CLM-00783,False
CLM-00907,False
CLM-01147,False
CLM-00193,True
CLM-00561,False
CLM-01443,False
CLM-01645,False
CLM-01985,False
CLM-01342,False
CLM-00326,False
CLM-00334,False
CLM-01071,False
CLM-00786,False
CLM-01352,False
CLM-01632,False
CLM-01010,False
CLM-01225,False
CLM-00431,False
CLM-00225,False
CLM-00569,False
CLM-00126,True
CLM-01455,False
CLM-00664,False
CLM-01894,False
CLM-01437,False
CLM-00058,True
CLM-01561,False
CLM-01546,False
CLM-01689,False
CLM-00107,True
CLM-01294,False
CLM-00029,True
CLM-01023,False
CLM-01003,False
CLM-01421,False
CLM-01565,False
CLM-00949,False
CLM-01917,False
CLM-01767,False
CLM-01229,False
CLM-01907,False
CLM-01830,False
CLM-01173,False
CLM-01880,False
CLM-01002,False
CLM-00025,True
CLM-01614,False
CLM-01153,False
CLM-00645,False
CLM-01610,False
CLM-01662,False
CLM-01165,False
CLM-01939,False
CLM-00518,False
CLM-01862,False
CLM-01383,False
CLM-00911,False
CLM-00640,False
CLM-01727,False
CLM-00350,False
CLM-00973,False
CLM-01590,False
CLM-01771,False
CLM-01558,False
CLM-00335,False
CLM-00752,False
CLM-01161,False
CLM-01925,False
CLM-00534,False
CLM-01813,False
CLM-00251,False
CLM-01815,False
CLM-00062,True
CLM-00552,False
CLM-00376,False
CLM-01431,False
CLM-00047,True
CLM-00384,False
CLM-01670,False
CLM-01863,False
CLM-00531,False
CLM-00939,False
CLM-00474,False
CLM-01411,False
CLM-00492,False
CLM-01942,False
CLM-00124,True
CLM-00869,False
CLM-00558,False
CLM-00255,False
CLM-00829,False
CLM-00341,False
CLM-00183,True
CLM-00742,False
CLM-01524,False
CLM-01273,False
CLM-01655,False
CLM-01078,False
CLM-00412,False
CLM-00600,False
CLM-00055,True
CLM-00563,False
CLM-01258,False
CLM-01981,False
CLM-00849,False
CLM-01825,False
CLM-01196,False
CLM-00477,False
CLM-01047,False
CLM-00936,False
CLM-01736,False
CLM-00895,False
CLM-00660,False
CLM-00535,False
CLM-00164,True
CLM-00298,False
CLM-01839,False
CLM-00218,False
CLM-01654,False
CLM-01529,False
CLM-01852,False
CLM-01697,False
CLM-00011,True
CLM-00184,True
CLM-01272,False
CLM-01249,False
CLM-01296,False
CLM-00766,False
CLM-00775,False
CLM-01636,False
CLM-00668,False
CLM-00206,True
CLM-01522,False
CLM-00506,False
CLM-01361,False
CLM-01523,False
CLM-01142,False
CLM-01803,False
CLM-01307,False
CLM-00781,False
CLM-00104,True
CLM-01109,False
CLM-00368,False
CLM-00935,False
CLM-00054,True
CLM-01093,False
CLM-01756,False
CLM-00676,False
CLM-00108,True
CLM-01320,False
CLM-01042,False
CLM-00505,False
CLM-01199,False
CLM-01679,False
CLM-00420,False
CLM-00188,True
CLM-00971,False
CLM-00356,False
CLM-00346,False
CLM-00854,False
CLM-01463,False
CLM-00842,False
CLM-01886,False
CLM-01319,False
CLM-00530,False
CLM-00967,False
CLM-00857,False
CLM-00988,False
CLM-01509,False
CLM-00441,False
CLM-00447,False
CLM-01995,False
CLM-01029,False
CLM-00117,True
CLM-00859,False
CLM-01478,False
CLM-01110,False
CLM-01032,False
CLM-00918,False
CLM-01757,False
CLM-01278,False
CLM-01848,False
CLM-00511,False
CLM-00136,True
CLM-00750,False
CLM-00139,True
CLM-01331,False
CLM-01893,False
CLM-00723,False
CLM-01805,False
CLM-00948,False
CLM-00021,True
CLM-01977,False
CLM-01291,False
CLM-00451,False
CLM-00220,False
CLM-00596,False
CLM-00256,False
CLM-01837,False
CLM-01025,False
CLM-01111,False
CLM-01118,False
CLM-00024,True
CLM-00037,True
CLM-00599,False
CLM-01510,False
CLM-01826,False
CLM-00408,False
CLM-00400,False
CLM-00824,False
CLM-01987,False
CLM-00814,False
CLM-00843,False
CLM-01134,False
CLM-00386,False
CLM-00934,False
CLM-00252,False
CLM-00097,True
CLM-00245,False
CLM-00285,False
CLM-01051,False
CLM-01612,False
CLM-01868,False
CLM-00040,True
CLM-00878,False
CLM-00015,True
CLM-01254,False
CLM-01879,False
CLM-00590,False
CLM-00542,False
CLM-00799,False
CLM-01976,False
CLM-01891,False
CLM-01116,False
CLM-00914,False
CLM-00229,False
CLM-01722,False
CLM-01292,False
CLM-00805,False
CLM-00079,True
CLM-01058,False
CLM-01609,False
CLM-01923,False
CLM-01462,False
CLM-00638,False
CLM-00562,False
CLM-01969,False
CLM-01293,False
CLM-00955,False
CLM-01945,False
CLM-01127,False
CLM-00494,False
CLM-01810,False
CLM-00274,False
CLM-00409,False
CLM-01633,False
CLM-01777,False
CLM-01790,False
CLM-01354,False
CLM-00343,False
CLM-00704,False
CLM-01356,False
CLM-01750,False
CLM-00041,True
CLM-00180,True
CLM-00519,False
CLM-01658,False
CLM-00565,False
CLM-01575,False
CLM-01840,False
CLM-01257,False
CLM-00325,False
CLM-00632,False
CLM-01220,False
CLM-01406,False
CLM-01396,False
CLM-00419,False
CLM-00232,False
CLM-00286,False
CLM-01812,False
CLM-01377,False
CLM-01143,False
CLM-01275,False
CLM-01417,False
CLM-01124,False
CLM-00253,False
CLM-00865,False
CLM-01004,False
CLM-01549,False
CLM-00970,False
CLM-01701,False
CLM-01375,False
CLM-01182,False
CLM-01098,False
CLM-01713,False
CLM-00118,True
CLM-01144,False
CLM-00665,False
CLM-00574,False
CLM-01141,False
CLM-01656,False
CLM-01783,False
CLM-00708,False
CLM-00421,False
CLM-00644,False
CLM-01874,False
CLM-01554,False
CLM-00822,False
CLM-00012,True
CLM-01676,False
CLM-01820,False
CLM-01080,False
CLM-00060,True
CLM-00830,False
CLM-01387,False
CLM-00879,False
CLM-00156,True
CLM-01596,False
CLM-00768,False
CLM-01833,False
CLM-01009,False
CLM-01908,False
CLM-00499,False
CLM-01308,False
CLM-01898,False
CLM-01205,False
CLM-00279,False
CLM-01065,False
CLM-01234,False
CLM-01616,False
CLM-01604,False
CLM-01899,False
CLM-00547,False
CLM-00042,True
CLM-01675,False
CLM-00661,False
CLM-00507,False
CLM-00315,False
CLM-00471,False
CLM-00630,False
CLM-00678,False
CLM-01076,False
CLM-00292,False
CLM-00031,True
CLM-01252,False
CLM-01905,False
CLM-00516,False
CLM-00649,False
CLM-01741,False
CLM-00361,False
CLM-00345,False
CLM-00673,False
CLM-00806,False
CLM-00765,False
CLM-01128,False
CLM-00886,False
CLM-01195,False
CLM-01160,False
CLM-01175,False
CLM-01087,False
CLM-00014,True
CLM-00389,False
CLM-00683,False
CLM-01079,False
CLM-01206,False
CLM-01503,False
CLM-00293,False
CLM-01351,False
CLM-00595,False
CLM-01170,False
CLM-01461,False
CLM-01018,False
CLM-01322,False
CLM-00809,False
CLM-00619,False
CLM-00966,False
CLM-01721,False
CLM-00489,False
CLM-01052,False
CLM-01630,False
CLM-00427,False
CLM-00602,False
CLM-01017,False
CLM-00036,True
CLM-00450,False
CLM-01186,False
CLM-00537,False
CLM-01487,False
CLM-01341,False
CLM-01518,False
CLM-00375,False
CLM-00703,False
CLM-01187,False
CLM-01261,False
CLM-01947,False
CLM-01122,False
CLM-00889,False
CLM-01276,False
CLM-00762,False
CLM-01266,False
CLM-01439,False
CLM-00651,False
CLM-01853,False
CLM-01621,False
CLM-01011,False
CLM-01506,False
CLM-01125,False
CLM-01095,False
CLM-01451,False
CLM-00363,False
CLM-01940,False
CLM-01201,False
CLM-00177,True
CLM-00035,True
CLM-00244,False
CLM-00616,False
CLM-01705,False
CLM-01441,False
CLM-01550,False
CLM-01691,False
CLM-00675,False
CLM-01559,False
CLM-01067,False
CLM-01386,False
CLM-01643,False
CLM-01435,False
CLM-01511,False
CLM-01687,False
CLM-00342,False
CLM-00517,False
CLM-01765,False
CLM-01710,False
CLM-01828,False
CLM-01286,False
CLM-00190,True
CLM-01992,False
CLM-01929,False
CLM-00666,False
CLM-01343,False
CLM-01620,False
CLM-01806,False
CLM-00754,False
CLM-01556,False
CLM-00087,True
CLM-00628,False
CLM-01927,False
CLM-00425,False
CLM-01597,False
CLM-00264,False
CLM-00424,False
CLM-00618,False
CLM-00468,False
CLM-01210,False
CLM-00997,False
CLM-01733,False
CLM-01994,False
CLM-00204,True
CLM-01666,False
CLM-00258,False
CLM-00698,False
CLM-01704,False
CLM-01796,False
CLM-01922,False
CLM-01399,False
CLM-00370,False
CLM-01151,False
CLM-00687,False
CLM-01702,False
CLM-00694,False
CLM-00149,False
CLM-01644,False
CLM-01005,False
CLM-01007,False
CLM-01034,False
CLM-01427,False
CLM-00980,False
CLM-01086,False
CLM-00560,False
CLM-00455,False
CLM-00354,False
CLM-00834,False
CLM-01738,False
CLM-00797,False
CLM-00743,False
CLM-01962,False
CLM-00263,False
CLM-01412,False
CLM-01547,False
CLM-00452,False
CLM-00114,True
CLM-00989,False
CLM-01496,False
CLM-00480,False
CLM-01717,False
CLM-01357,False
CLM-00121,True
CLM-01494,False
CLM-01795,False
CLM-01492,False
CLM-00699,False
CLM-00324,False
CLM-01265,False
CLM-01536,False
CLM-00816,False
CLM-01895,False
CLM-01619,False
CLM-00891,False
CLM-01864,False
CLM-01424,False
CLM-00297,False
CLM-01158,False
CLM-01555,False
CLM-00693,False
CLM-01483,False
CLM-00209,True
CLM-00759,False
CLM-00172,True
CLM-00953,False
CLM-01700,False
CLM-01791,False
CLM-01706,False
CLM-01335,False
CLM-01594,False
CLM-01773,False
CLM-00985,False
CLM-00720,False
CLM-01653,False
CLM-01473,False
CLM-00983,False
CLM-01243,False
CLM-01349,False
CLM-00793,False
CLM-01037,False
CLM-00880,False
CLM-01854,False
CLM-00522,False
CLM-00968,False
CLM-01731,False
CLM-00903,False
CLM-00469,False
CLM-01456,False
CLM-00924,False
CLM-01531,False
CLM-00098,True
CLM-01953,False
CLM-01931,False
CLM-01686,False
CLM-00476,False
CLM-00575,False
CLM-00812,False
CLM-01993,False
CLM-00059,True
CLM-00908,False
CLM-01120,False
CLM-00659,False
CLM-00351,False
CLM-00374,False
CLM-01208,False
CLM-00810,False
CLM-01979,False
CLM-00318,False
CLM-01094,False
CLM-01752,False
CLM-01729,False
CLM-00317,False
CLM-00403,False
CLM-01814,False
CLM-01223,False
CLM-01459,False
CLM-01241,False
CLM-01998,False
CLM-01218,False
CLM-00745,False
CLM-00884,False
CLM-00349,False
CLM-01376,False
CLM-01305,False
CLM-00764,False
CLM-01311,False
CLM-00446,False
CLM-01228,False
CLM-00883,False
CLM-00022,True
CLM-01539,False
CLM-01277,False
CLM-00757,False
CLM-00817,False
CLM-00250,False
CLM-01859,False
CLM-01112,False
CLM-00811,False
CLM-01592,False
CLM-01059,False
CLM-01611,False
CLM-00482,False
CLM-01973,False
CLM-01921,False
CLM-01934,False
CLM-00831,False
CLM-01680,False
CLM-00927,False
CLM-00276,False
CLM-01083,False
CLM-00439,False
CLM-00128,True
CLM-01486,False
CLM-01758,False
CLM-01919,False
CLM-00839,False
CLM-00689,False
CLM-01155,False
CLM-00173,True
CLM-01571,False
CLM-01587,False
CLM-00438,False
CLM-00620,False
CLM-00369,False
CLM-01904,False
CLM-00249,False
CLM-01102,False
CLM-01540,False
CLM-00998,False
CLM-00734,False
CLM-00728,False
CLM-01696,False
CLM-01870,False
CLM-00803,False
CLM-00981,False
CLM-01131,False
CLM-01217,False
CLM-00393,False
CLM-01130,False
CLM-01061,False
CLM-00404,False
CLM-00456,False
CLM-01178,False
CLM-00548,False
CLM-00194,True
CLM-01026,False
CLM-01678,False
CLM-00583,False
CLM-00001,True
CLM-01970,False
CLM-00248,False
CLM-01711,False
CLM-00930,False
CLM-01928,False
CLM-01966,False
CLM-00778,False
CLM-01416,False
CLM-01900,False
CLM-00377,False
CLM-00125,True
CLM-00950,False
CLM-00629,False
CLM-01432,False
CLM-01371,False
CLM-00832,False
CLM-01959,False
CLM-01008,False
CLM-00020,True
CLM-00601,False
CLM-01577,False
CLM-00570,False
CLM-00372,False
CLM-00990,False
CLM-00259,False
CLM-01410,False
CLM-00987,False
CLM-00543,False
CLM-01847,False
CLM-00449,False
CLM-00235,False
CLM-00646,False
CLM-01390,False
CLM-01857,False
CLM-00641,False
CLM-00771,False
CLM-00627,False
CLM-00186,True
CLM-00585,False
CLM-01184,False
CLM-00567,False
CLM-01881,False
CLM-01368,False
CLM-00320,False
CLM-01528,False
CLM-01579,False
CLM-01159,False
CLM-00922,False
CLM-00503,False
CLM-01340,False
CLM-00979,False
CLM-00502,False
CLM-00430,False
CLM-01739,False
CLM-01420,False
CLM-01534,False
CLM-01585,False
CLM-00906,False
CLM-01672,False
CLM-00597,False
CLM-00639,False
CLM-01824,False
CLM-01851,False
CLM-01329,False
CLM-01041,False
CLM-01860,False
CLM-01551,False
CLM-01849,False
CLM-00146,False
CLM-00796,False
CLM-00545,False
CLM-00044,True
CLM-00198,True
CLM-00078,True
CLM-01520,False
CLM-01660,False
CLM-00670,False
CLM-01698,False
CLM-01246,False
CLM-00221,False
CLM-00902,False
CLM-00323,False
CLM-00406,False
CLM-01064,False
CLM-01566,False
CLM-00203,True
CLM-01915,False
CLM-01684,False
CLM-01818,False
CLM-01044,False
CLM-00500,False
CLM-01426,False
CLM-00848,False
CLM-01422,False
CLM-01348,False
CLM-00210,True
CLM-00038,True
CLM-01168,False
CLM-00233,False
CLM-00288,False
CLM-00591,False
CLM-00161,True
CLM-01657,False
CLM-00798,False
CLM-00487,False
CLM-01397,False
CLM-00034,True
CLM-01775,False
CLM-01230,False
CLM-00199,True
CLM-01317,False
CLM-01990,False
CLM-01740,False
CLM-01544,False
CLM-00696,False
CLM-00321,False
CLM-00169,True
CLM-01212,False
CLM-00692,False
CLM-01602,False
CLM-01306,False
CLM-01300,False
CLM-01943,False
CLM-01449,False
CLM-00135,True
CLM-01507,False
CLM-01735,False
CLM-00874,False
CLM-01391,False
CLM-00053,True
CLM-01991,False
CLM-00158,True
CLM-01069,False
CLM-00116,True
CLM-01238,False
CLM-00899,False
CLM-00046,True
CLM-00648,False
CLM-01207,False
CLM-00751,False
CLM-01476,False
CLM-00881,False
CLM-00870,False
CLM-01115,False
CLM-01926,False
CLM-01015,False
CLM-01198,False
CLM-01952,False
CLM-01472,False
CLM-01430,False
CLM-00049,True
CLM-00483,False
CLM-01237,False
CLM-00129,True
CLM-00289,False
CLM-00308,False
CLM-00946,False
CLM-01209,False
CLM-00141,False
CLM-00145,False
CLM-00148,False
CLM-00920,False
CLM-01903,False
CLM-00074,True
CLM-00407,False
CLM-00127,True
CLM-01668,False
CLM-01251,False
CLM-00023,True
CLM-00957,False
CLM-00300,False
CLM-01073,False
CLM-01493,False
CLM-00043,True
CLM-01527,False
CLM-00863,False
CLM-00159,True
CLM-01732,False
CLM-00929,False
CLM-00836,False
CLM-01694,False
CLM-00307,False
CLM-01012,False
CLM-01768,False
CLM-00032,True
CLM-00820,False
CLM-01896,False
CLM-00862,False
CLM-00390,False
CLM-01937,False
CLM-00182,True
CLM-00612,False
CLM-00223,False
CLM-01553,False
CLM-01063,False
CLM-00662,False
CLM-01016,False
CLM-00837,False
CLM-00718,False
CLM-01480,False
CLM-01171,False
CLM-00470,False
CLM-01353,False
CLM-00550,False
CLM-01219,False
CLM-00647,False
CLM-00174,True
CLM-01793,False
CLM-01910,False
CLM-00808,False
CLM-01580,False
CLM-01834,False
CLM-00656,False
CLM-00405,False
CLM-01428,False
CLM-01350,False
CLM-01136,False
CLM-00473,False
CLM-00622,False
CLM-01809,False
CLM-00893,False
CLM-00388,False
CLM-00411,False
CLM-00018,True
CLM-00951,False
CLM-01255,False
CLM-00362,False
CLM-00994,False
CLM-01918,False
CLM-01081,False
CLM-01312,False
CLM-01227,False
CLM-01382,False
CLM-01647,False
CLM-01303,False
CLM-00825,False
CLM-00436,False
CLM-00582,False
CLM-00603,False
CLM-01172,False
CLM-00353,False
CLM-01269,False
CLM-00095,True
CLM-00726,False
CLM-00947,False
CLM-01336,False
CLM-01936,False
CLM-01100,False
CLM-00802,False
CLM-00928,False
CLM-01514,False
CLM-01746,False
CLM-01889,False
CLM-01618,False
CLM-00266,False
CLM-00960,False
CLM-00287,False
CLM-01302,False
CLM-01997,False
CLM-01723,False
CLM-00674,False
CLM-00429,False
CLM-01916,False
CLM-00876,False
CLM-01082,False
CLM-01763,False
CLM-01841,False
CLM-01562,False
CLM-00982,False
CLM-00623,False
CLM-00120,True
CLM-00705,False
CLM-00175,True
CLM-01402,False
CLM-01707,False
CLM-01890,False
CLM-01146,False
CLM-00557,False
CLM-01235,False
CLM-00776,False
CLM-01231,False
CLM-01533,False
CLM-00243,False
CLM-01358,False
CLM-00840,False
CLM-00818,False
CLM-00624,False
CLM-00254,False
CLM-00527,False
CLM-00564,False
CLM-00896,False
CLM-01866,False
CLM-01785,False
CLM-01641,False
CLM-00556,False
CLM-01221,False
CLM-00241,False
CLM-00466,False
CLM-01635,False
CLM-00621,False
CLM-00265,False
CLM-00344,False
CLM-01744,False
CLM-01780,False
CLM-01749,False
CLM-00586,False
CLM-00399,False
CLM-00685,False
CLM-01469,False
CLM-01598,False
CLM-00541,False
CLM-00945,False
CLM-01281,False
CLM-01214,False
CLM-00262,False
CLM-01591,False
CLM-01133,False
CLM-01516,False
CLM-01512,False
CLM-01271,False
CLM-01445,False
CLM-00003,True
CLM-00650,False
CLM-00777,False
CLM-01831,False
CLM-01912,False
CLM-00724,False
CLM-01938,False
CLM-00635,False
CLM-00536,False
CLM-00785,False
CLM-01846,False
CLM-01967,False
CLM-00247,False
CLM-00594,False
CLM-01285,False
CLM-01189,False
CLM-01861,False
CLM-00655,False
CLM-01517,False
CLM-00401,False
CLM-01963,False
CLM-00738,False
CLM-01438,False
CLM-01103,False
CLM-00898,False
CLM-00486,False
CLM-01617,False
CLM-01909,False
CLM-01028,False
CLM-01802,False
CLM-00954,False
CLM-00333,False
CLM-00716,False
CLM-00216,False
CLM-01665,False
CLM-01965,False
CLM-01631,False
CLM-01226,False
CLM-01730,False
CLM-01393,False
CLM-01380,False
CLM-01259,False
CLM-01105,False
CLM-00465,False
CLM-00314,False
CLM-00904,False
CLM-01719,False
CLM-01126,False
CLM-00304,False
CLM-00833,False
CLM-00526,False
CLM-00890,False
CLM-00057,True
CLM-01762,False
CLM-01347,False
CLM-00072,True
CLM-01972,False
CLM-00770,False
CLM-00792,False
CLM-00598,False
CLM-00278,False
CLM-01091,False
CLM-01132,False
CLM-01398,False
CLM-00069,True
CLM-00977,False
CLM-01504,False
CLM-00747,False
CLM-01629,False
CLM-01072,False
CLM-01748,False
CLM-00958,False
CLM-00894,False
CLM-00481,False
CLM-01932,False
CLM-01114,False
CLM-00684,False
CLM-01888,False
CLM-00965,False
CLM-00428,False
CLM-00642,False
CLM-01113,False
CLM-01385,False
CLM-00152,True
CLM-00143,False
CLM-01563,False
CLM-00155,True
CLM-00498,False
CLM-01474,False
CLM-00330,False
CLM-00608,False
CLM-00604,False
CLM-00658,False
CLM-01955,False
CLM-01650,False
CLM-01179,False
CLM-01188,False
CLM-00755,False
CLM-01737,False
CLM-01440,False
CLM-01085,False
CLM-01149,False
CLM-01605,False
CLM-01253,False
CLM-00944,False
CLM-00178,True
CLM-01202,False
CLM-01156,False
CLM-00767,False
CLM-01622,False
CLM-00787,False
CLM-01164,False
CLM-00931,False
CLM-00413,False
CLM-00332,False
CLM-01470,False
CLM-01913,False
CLM-01192,False
CLM-01782,False
CLM-00422,False
CLM-00080,True
CLM-01418,False
CLM-00328,False
CLM-01875,False
CLM-01040,False
CLM-01166,False
CLM-00909,False
CLM-01394,False
CLM-01088,False
CLM-01801,False
CLM-00996,False
CLM-01526,False
CLM-00512,False
CLM-01284,False
CLM-00160,True
CLM-00454,False
CLM-00821,False
CLM-01304,False
CLM-00414,False
CLM-00717,False
CLM-00478,False
CLM-01140,False
CLM-01024,False
CLM-00338,False
CLM-01423,False
CLM-01747,False
CLM-00392,False
CLM-00905,False
CLM-01663,False
CLM-01986,False
CLM-01958,False
CLM-01652,False
CLM-01484,False
CLM-00756,False
CLM-00189,True
CLM-01712,False
CLM-00073,True
CLM-00695,False
CLM-01797,False
CLM-00336,False
CLM-00653,False
CLM-00423,False
CLM-00434,False
CLM-01557,False
CLM-00093,True
CLM-01123,False
CLM-01021,False
CLM-01774,False
CLM-00056,True
CLM-00150,False
CLM-00672,False
CLM-00357,False
CLM-01946,False
CLM-01819,False
CLM-01301,False
CLM-01906,False
CLM-00835,False
CLM-00615,False
CLM-00299,False
CLM-01681,False
CLM-00846,False
CLM-00510,False
CLM-00917,False
CLM-00418,False
CLM-01754,False
CLM-01191,False
CLM-01513,False
CLM-00391,False
CLM-01121,False
CLM-01183,False
CLM-01570,False
CLM-01326,False
CLM-00090,True
CLM-01804,False
CLM-00103,True
CLM-01576,False
CLM-00976,False
CLM-00122,True
CLM-01327,False
CLM-00838,False
CLM-01030,False
CLM-00978,False
CLM-01914,False
CLM-01882,False
CLM-00364,False
CLM-01200,False
CLM-01452,False
CLM-00226,False
CLM-00576,False
CLM-00923,False
CLM-00855,False
CLM-01339,False
CLM-01832,False
CLM-00490,False
CLM-01844,False
CLM-01148,False
CLM-00290,False
CLM-00453,False
CLM-00282,False
CLM-01582,False
CLM-00102,True
CLM-01289,False
CLM-01323,False
CLM-00475,False
CLM-01101,False
CLM-01433,False
